RequestID, FirstFitFragments, BestFitFragments, FirstFitNodesTraversed, BestFitNodesTraversed
0, 0, 0, 1, 1
1, 0, 0, 3, 3
2, 0, 0, 3, 3
3, 0, 0, 4, 6
4, 0, 0, 4, 6
5, 0, 0, 7, 9
6, 0, 0, 7, 9
7, 0, 0, 7, 9
8, 0, 0, 8, 10
9, 0, 0, 10, 12
10, 0, 0, 10, 12
11, 1, 1, 11, 15
12, 0, 0, 11, 15
13, 0, 0, 11, 15
14, 0, 0, 12, 16
15, 0, 0, 12, 16
16, 0, 0, 13, 17
17, 0, 0, 13, 17
18, 0, 0, 14, 18
19, 0, 0, 16, 20
20, 0, 0, 19, 23
21, 0, 0, 23, 27
22, 0, 0, 23, 27
23, 0, 0, 28, 32
24, 0, 0, 28, 32
25, 0, 0, 29, 37
26, 0, 0, 29, 37
27, 0, 0, 29, 37
28, 0, 0, 29, 37
29, 0, 0, 30, 40
30, 0, 0, 32, 44
31, 0, 0, 32, 44
32, 0, 0, 32, 44
33, 0, 0, 33, 47
34, 0, 0, 36, 50
35, 0, 0, 36, 50
36, 0, 0, 39, 53
37, 0, 0, 43, 57
38, 0, 0, 48, 62
39, 0, 0, 48, 62
40, 1, 1, 51, 68
41, 1, 1, 51, 68
42, 1, 1, 51, 68
43, 1, 1, 53, 74
44, 1, 1, 60, 81
45, 1, 1, 63, 89
46, 0, 0, 63, 89
47, 0, 0, 67, 96
48, 0, 0, 72, 104
49, 0, 0, 80, 112
50, 0, 0, 80, 112
51, 0, 0, 86, 121
52, 0, 0, 86, 121
53, 0, 0, 95, 130
54, 1, 1, 101, 140
55, 1, 1, 101, 140
56, 1, 1, 112, 151
57, 0, 0, 112, 151
58, 0, 0, 112, 151
59, 0, 0, 123, 162
60, 0, 0, 123, 162
61, 0, 0, 123, 162
62, 0, 0, 123, 162
63, 0, 0, 123, 162
64, 0, 0, 126, 169
65, 0, 0, 130, 177
66, 0, 0, 130, 177
67, 0, 0, 130, 177
68, 0, 0, 130, 177
69, 0, 0, 130, 177
70, 1, 1, 131, 181
71, 1, 1, 131, 181
72, 1, 1, 135, 185
73, 1, 1, 135, 185
74, 1, 1, 139, 189
75, 1, 1, 144, 194
76, 1, 1, 144, 194
77, 1, 1, 149, 199
78, 1, 1, 155, 205
79, 1, 1, 162, 212
80, 1, 1, 162, 212
81, 1, 1, 170, 220
82, 1, 1, 174, 229
83, 1, 1, 184, 239
84, 1, 1, 195, 250
85, 1, 1, 207, 262
86, 1, 1, 220, 275
87, 0, 0, 220, 275
88, 0, 0, 221, 288
89, 0, 0, 221, 288
90, 0, 0, 225, 300
91, 0, 0, 230, 313
92, 0, 0, 243, 326
93, 0, 0, 243, 326
94, 0, 0, 243, 326
95, 0, 0, 256, 339
96, 0, 0, 256, 339
97, 0, 0, 260, 352
98, 0, 0, 260, 352
99, 0, 0, 273, 365
100, 0, 0, 273, 365
101, 0, 0, 287, 379
102, 0, 0, 302, 394
103, 0, 0, 318, 410
104, 0, 0, 323, 427
105, 0, 0, 323, 427
106, 0, 0, 323, 427
107, 0, 0, 323, 427
108, 0, 0, 332, 444
109, 0, 0, 333, 461
110, 0, 0, 348, 478
111, 1, 0, 364, 496
112, 1, 0, 364, 496
113, 1, 0, 364, 496
114, 0, 0, 364, 496
115, 0, 0, 381, 513
116, 0, 0, 383, 531
117, 0, 0, 401, 549
118, 0, 0, 401, 549
119, 0, 0, 401, 549
120, 0, 1, 407, 567
121, 0, 1, 407, 567
122, 0, 1, 407, 567
123, 1, 1, 414, 584
124, 1, 0, 414, 584
125, 1, 0, 414, 584
126, 1, 0, 426, 601
127, 1, 0, 442, 619
128, 1, 0, 443, 638
129, 1, 0, 463, 657
130, 2, 1, 466, 677
131, 2, 1, 466, 677
132, 3, 1, 468, 698
133, 3, 2, 483, 719
134, 3, 2, 483, 719
135, 3, 2, 483, 719
136, 2, 2, 483, 719
137, 2, 2, 492, 740
138, 2, 2, 492, 740
139, 2, 2, 493, 762
140, 2, 2, 505, 784
141, 2, 2, 505, 784
142, 2, 2, 505, 784
143, 2, 2, 526, 806
144, 1, 2, 526, 806
145, 1, 2, 526, 806
146, 1, 2, 545, 827
147, 1, 2, 545, 827
148, 1, 2, 547, 848
149, 1, 2, 547, 848
150, 1, 3, 550, 868
151, 1, 3, 550, 868
152, 1, 3, 567, 889
153, 1, 3, 567, 889
154, 1, 3, 569, 911
155, 1, 3, 591, 933
156, 1, 3, 591, 933
157, 1, 3, 613, 955
158, 2, 3, 636, 978
159, 2, 3, 636, 978
160, 2, 3, 636, 978
161, 2, 3, 652, 1000
162, 2, 3, 652, 1000
163, 2, 3, 652, 1000
164, 2, 3, 659, 1022
165, 2, 4, 671, 1045
166, 2, 5, 684, 1069
167, 2, 5, 684, 1069
168, 3, 6, 691, 1093
169, 3, 5, 691, 1093
170, 4, 5, 701, 1117
171, 4, 5, 701, 1142
172, 4, 5, 714, 1167
173, 4, 5, 728, 1192
174, 4, 5, 728, 1192
175, 4, 4, 728, 1192
176, 4, 4, 742, 1216
177, 4, 4, 757, 1241
178, 5, 4, 781, 1241
179, 5, 4, 781, 1241
180, 5, 4, 781, 1241
181, 5, 4, 781, 1241
182, 5, 4, 781, 1241
183, 5, 4, 782, 1267
184, 5, 5, 801, 1293
185, 4, 4, 801, 1293
186, 4, 4, 801, 1293
187, 4, 4, 801, 1293
188, 4, 4, 806, 1319
189, 5, 5, 828, 1345
190, 5, 4, 828, 1345
191, 4, 3, 828, 1345
192, 5, 4, 850, 1370
193, 4, 3, 850, 1370
194, 4, 2, 850, 1370
195, 4, 2, 850, 1370
196, 4, 2, 856, 1394
197, 3, 1, 856, 1394
198, 3, 1, 856, 1394
199, 3, 2, 870, 1417
200, 3, 3, 887, 1441
201, 3, 4, 907, 1466
202, 3, 4, 907, 1466
203, 3, 4, 925, 1492
204, 3, 4, 925, 1492
205, 3, 4, 925, 1492
206, 3, 5, 925, 1517
207, 3, 4, 925, 1517
208, 4, 4, 941, 1542
209, 4, 4, 941, 1542
210, 4, 4, 943, 1566
211, 5, 4, 955, 1590
212, 5, 4, 955, 1590
213, 5, 4, 955, 1590
214, 5, 3, 955, 1590
215, 5, 3, 955, 1614
216, 5, 3, 955, 1614
217, 5, 3, 955, 1638
218, 5, 3, 955, 1638
219, 5, 3, 955, 1638
220, 3, 3, 955, 1638
221, 3, 3, 955, 1638
222, 2, 3, 955, 1638
223, 3, 3, 967, 1660
224, 3, 3, 967, 1660
225, 3, 3, 967, 1660
226, 4, 3, 982, 1682
227, 2, 3, 982, 1682
228, 2, 3, 986, 1704
229, 2, 3, 986, 1704
230, 2, 3, 1002, 1727
231, 1, 3, 1002, 1727
232, 1, 3, 1002, 1727
233, 2, 3, 1011, 1750
234, 2, 4, 1034, 1773
235, 2, 4, 1034, 1797
236, 1, 3, 1034, 1797
237, 1, 3, 1046, 1821
238, 0, 3, 1046, 1821
239, 0, 3, 1046, 1846
240, 0, 3, 1046, 1846
241, 1, 3, 1056, 1872
242, 1, 3, 1056, 1872
243, 1, 3, 1056, 1872
244, 1, 3, 1060, 1898
245, 1, 3, 1060, 1898
246, 1, 3, 1060, 1898
247, 1, 2, 1060, 1898
248, 1, 2, 1060, 1898
249, 1, 3, 1082, 1921
250, 1, 2, 1082, 1921
251, 1, 2, 1082, 1921
252, 1, 2, 1082, 1921
253, 1, 3, 1088, 1944
254, 2, 4, 1105, 1968
255, 2, 4, 1113, 1993
256, 1, 3, 1113, 1993
257, 1, 4, 1124, 2017
258, 2, 5, 1145, 2042
259, 3, 5, 1157, 2068
260, 2, 4, 1157, 2068
261, 3, 4, 1177, 2094
262, 3, 3, 1177, 2094
263, 3, 3, 1179, 2120
264, 4, 4, 1189, 2146
265, 4, 4, 1189, 2146
266, 4, 4, 1189, 2146
267, 5, 4, 1190, 2172
268, 5, 4, 1215, 2172
269, 5, 4, 1215, 2172
270, 5, 5, 1241, 2199
271, 5, 5, 1268, 2199
272, 5, 5, 1268, 2199
273, 6, 5, 1296, 2199
274, 6, 5, 1296, 2227
275, 6, 5, 1296, 2227
276, 6, 5, 1296, 2227
277, 6, 5, 1296, 2227
278, 6, 4, 1296, 2227
279, 5, 4, 1296, 2227
280, 4, 4, 1296, 2227
281, 4, 4, 1296, 2227
282, 4, 4, 1296, 2227
283, 4, 4, 1310, 2253
284, 4, 4, 1325, 2279
285, 4, 4, 1343, 2305
286, 4, 3, 1343, 2305
287, 4, 4, 1366, 2331
288, 4, 4, 1366, 2331
289, 5, 4, 1371, 2358
290, 5, 4, 1371, 2358
291, 5, 4, 1385, 2385
292, 6, 4, 1410, 2385
293, 6, 4, 1410, 2385
294, 6, 4, 1410, 2385
295, 6, 4, 1410, 2385
296, 6, 4, 1410, 2385
297, 6, 4, 1410, 2385
298, 5, 4, 1410, 2385
299, 5, 5, 1411, 2413
300, 5, 4, 1411, 2413
301, 5, 4, 1435, 2441
302, 5, 4, 1435, 2441
303, 5, 5, 1464, 2470
304, 5, 5, 1464, 2470
305, 5, 5, 1464, 2470
306, 5, 5, 1464, 2470
307, 5, 5, 1464, 2470
308, 5, 5, 1464, 2470
309, 5, 5, 1473, 2470
310, 4, 5, 1473, 2470
311, 4, 5, 1473, 2470
312, 4, 5, 1473, 2470
313, 4, 5, 1473, 2470
314, 4, 5, 1473, 2470
315, 3, 5, 1473, 2470
316, 3, 5, 1473, 2497
317, 3, 5, 1473, 2497
318, 3, 5, 1475, 2525
319, 3, 4, 1475, 2525
320, 3, 4, 1475, 2525
321, 3, 4, 1480, 2551
322, 3, 4, 1480, 2578
323, 3, 4, 1480, 2578
324, 2, 3, 1480, 2578
325, 2, 3, 1480, 2578
326, 3, 3, 1489, 2604
327, 3, 3, 1503, 2630
328, 3, 4, 1503, 2656
329, 3, 4, 1503, 2656
330, 3, 4, 1522, 2683
331, 3, 4, 1522, 2683
332, 3, 4, 1522, 2683
333, 3, 4, 1522, 2683
334, 3, 4, 1522, 2683
335, 3, 4, 1522, 2683
336, 3, 4, 1522, 2683
337, 3, 4, 1522, 2683
338, 3, 4, 1528, 2710
339, 2, 4, 1528, 2710
340, 3, 5, 1547, 2737
341, 3, 5, 1570, 2737
342, 3, 5, 1586, 2737
343, 3, 5, 1586, 2737
344, 3, 5, 1586, 2737
345, 3, 5, 1586, 2737
346, 3, 4, 1586, 2737
347, 3, 3, 1586, 2737
348, 3, 3, 1586, 2737
349, 3, 3, 1586, 2737
350, 3, 3, 1586, 2737
351, 3, 4, 1586, 2763
352, 3, 4, 1586, 2763
353, 3, 5, 1593, 2790
354, 3, 5, 1593, 2790
355, 4, 6, 1605, 2818
356, 4, 6, 1605, 2818
357, 4, 6, 1605, 2818
358, 4, 5, 1605, 2818
359, 4, 5, 1605, 2818
360, 4, 5, 1605, 2846
361, 4, 5, 1605, 2846
362, 4, 5, 1605, 2846
363, 4, 5, 1605, 2846
364, 4, 5, 1605, 2846
365, 3, 5, 1605, 2846
366, 3, 5, 1605, 2846
367, 3, 5, 1605, 2846
368, 3, 4, 1605, 2846
369, 3, 4, 1633, 2874
370, 3, 3, 1633, 2874
371, 3, 2, 1633, 2874
372, 4, 2, 1638, 2874
373, 5, 2, 1639, 2900
374, 5, 2, 1639, 2927
375, 5, 2, 1639, 2927
376, 5, 2, 1639, 2927
377, 5, 2, 1639, 2927
378, 6, 3, 1665, 2954
379, 6, 3, 1665, 2954
380, 6, 3, 1665, 2954
381, 6, 3, 1665, 2954
382, 6, 3, 1665, 2954
383, 6, 3, 1665, 2954
384, 6, 3, 1665, 2954
385, 6, 3, 1665, 2954
386, 5, 2, 1665, 2954
387, 4, 2, 1665, 2954
388, 4, 2, 1665, 2954
389, 4, 2, 1665, 2954
390, 4, 2, 1667, 2979
391, 4, 3, 1676, 3004
392, 4, 4, 1692, 3030
393, 4, 4, 1692, 3057
394, 5, 5, 1695, 3085
395, 5, 5, 1695, 3085
396, 5, 5, 1695, 3085
397, 5, 5, 1695, 3085
398, 5, 5, 1695, 3085
399, 5, 4, 1695, 3085
400, 5, 4, 1712, 3113
401, 5, 5, 1730, 3141
402, 5, 5, 1730, 3141
403, 5, 5, 1730, 3141
404, 5, 5, 1730, 3141
405, 5, 5, 1730, 3141
406, 5, 5, 1730, 3141
407, 5, 5, 1730, 3141
408, 5, 5, 1730, 3141
409, 4, 4, 1730, 3141
410, 5, 5, 1750, 3169
411, 5, 5, 1750, 3169
412, 5, 5, 1750, 3169
413, 5, 5, 1750, 3169
414, 5, 5, 1774, 3169
415, 5, 5, 1774, 3169
416, 5, 5, 1774, 3169
417, 5, 5, 1774, 3169
418, 5, 5, 1774, 3169
419, 5, 5, 1774, 3169
420, 4, 5, 1774, 3169
421, 4, 5, 1774, 3169
422, 4, 5, 1774, 3169
423, 4, 5, 1780, 3169
424, 3, 4, 1780, 3169
425, 3, 4, 1780, 3169
426, 3, 4, 1780, 3169
427, 3, 4, 1787, 3197
428, 3, 4, 1787, 3197
429, 3, 4, 1787, 3225
430, 3, 4, 1787, 3225
431, 3, 4, 1787, 3225
432, 3, 4, 1787, 3225
433, 3, 4, 1787, 3225
434, 3, 4, 1787, 3225
435, 3, 4, 1787, 3251
436, 3, 4, 1787, 3251
437, 3, 4, 1787, 3251
438, 3, 4, 1787, 3251
439, 3, 4, 1794, 3251
440, 3, 4, 1794, 3251
441, 4, 4, 1802, 3251
442, 4, 3, 1802, 3251
443, 4, 3, 1802, 3251
444, 4, 2, 1802, 3251
445, 4, 2, 1817, 3275
446, 4, 2, 1817, 3275
447, 3, 1, 1817, 3275
448, 2, 1, 1817, 3275
449, 2, 2, 1826, 3299
450, 2, 2, 1826, 3299
451, 2, 2, 1826, 3299
452, 2, 2, 1826, 3299
453, 2, 2, 1826, 3299
454, 2, 2, 1826, 3299
455, 3, 2, 1840, 3324
456, 3, 2, 1841, 3349
457, 3, 2, 1849, 3349
458, 3, 3, 1871, 3374
459, 3, 3, 1871, 3374
460, 3, 3, 1894, 3400
461, 3, 3, 1894, 3400
462, 3, 2, 1894, 3400
463, 4, 2, 1896, 3425
464, 3, 2, 1896, 3425
465, 3, 2, 1896, 3425
466, 2, 2, 1896, 3425
467, 1, 2, 1896, 3425
468, 2, 2, 1901, 3450
469, 2, 2, 1901, 3450
470, 2, 2, 1914, 3475
471, 3, 2, 1930, 3500
472, 3, 2, 1930, 3525
473, 3, 2, 1930, 3525
474, 3, 2, 1930, 3525
475, 3, 2, 1930, 3525
476, 3, 2, 1930, 3525
477, 2, 2, 1930, 3525
478, 2, 2, 1936, 3550
479, 2, 3, 1943, 3575
480, 2, 3, 1943, 3575
481, 2, 3, 1943, 3575
482, 2, 3, 1943, 3575
483, 2, 3, 1965, 3575
484, 2, 3, 1965, 3575
485, 2, 2, 1965, 3575
486, 2, 2, 1965, 3575
487, 2, 2, 1965, 3600
488, 2, 2, 1984, 3625
489, 2, 1, 1984, 3625
490, 2, 1, 1984, 3625
491, 2, 1, 2007, 3648
492, 2, 1, 2007, 3648
493, 2, 1, 2007, 3648
494, 2, 1, 2007, 3648
495, 2, 1, 2007, 3648
496, 2, 2, 2017, 3672
497, 2, 2, 2017, 3672
498, 3, 2, 2028, 3672
499, 2, 1, 2028, 3672
500, 2, 1, 2028, 3672
501, 2, 2, 2042, 3695
502, 2, 2, 2042, 3695
503, 2, 2, 2042, 3695
504, 2, 2, 2045, 3719
505, 2, 2, 2045, 3719
506, 3, 3, 2063, 3743
507, 3, 3, 2063, 3743
508, 3, 3, 2063, 3743
509, 3, 3, 2063, 3743
510, 3, 3, 2063, 3743
511, 4, 4, 2076, 3768
512, 3, 3, 2076, 3768
513, 3, 4, 2076, 3793
514, 3, 3, 2076, 3793
515, 3, 3, 2080, 3817
516, 3, 3, 2080, 3841
517, 3, 3, 2099, 3865
518, 3, 4, 2105, 3890
519, 3, 4, 2129, 3890
520, 3, 4, 2129, 3890
521, 3, 4, 2129, 3890
522, 3, 4, 2129, 3890
523, 3, 4, 2129, 3890
524, 3, 4, 2129, 3890
525, 3, 4, 2129, 3890
526, 2, 3, 2129, 3890
527, 2, 3, 2129, 3890
528, 3, 4, 2143, 3915
529, 2, 4, 2143, 3915
530, 2, 4, 2143, 3915
531, 2, 4, 2143, 3915
532, 2, 4, 2143, 3915
533, 2, 4, 2143, 3915
534, 2, 4, 2143, 3915
535, 1, 3, 2143, 3915
536, 1, 3, 2143, 3915
537, 1, 3, 2143, 3915
538, 1, 3, 2154, 3940
539, 1, 3, 2154, 3940
540, 2, 4, 2158, 3965
541, 2, 4, 2172, 3965
542, 2, 4, 2172, 3991
543, 2, 4, 2172, 3991
544, 2, 4, 2172, 3991
545, 2, 4, 2175, 4017
546, 1, 3, 2175, 4017
547, 1, 3, 2175, 4017
548, 1, 3, 2175, 4017
549, 1, 3, 2175, 4017
550, 1, 3, 2182, 4041
551, 1, 4, 2196, 4066
552, 1, 4, 2196, 4066
553, 2, 4, 2216, 4092
554, 2, 4, 2231, 4092
555, 2, 4, 2231, 4092
556, 2, 4, 2231, 4092
557, 2, 4, 2231, 4092
558, 2, 3, 2231, 4092
559, 2, 3, 2231, 4117
560, 2, 3, 2231, 4117
561, 2, 3, 2231, 4117
562, 2, 3, 2231, 4117
563, 2, 3, 2231, 4117
564, 1, 2, 2231, 4117
565, 2, 3, 2235, 4142
566, 2, 3, 2235, 4142
567, 2, 3, 2235, 4142
568, 2, 3, 2235, 4142
569, 2, 3, 2243, 4142
570, 2, 3, 2243, 4142
571, 2, 3, 2254, 4168
572, 2, 3, 2254, 4168
573, 2, 3, 2264, 4168
574, 2, 3, 2264, 4168
575, 2, 2, 2264, 4168
576, 2, 2, 2264, 4168
577, 2, 2, 2264, 4168
578, 2, 2, 2264, 4168
579, 3, 2, 2274, 4168
580, 4, 3, 2289, 4193
581, 4, 3, 2289, 4193
582, 4, 3, 2289, 4219
583, 4, 3, 2289, 4219
584, 4, 4, 2289, 4245
585, 4, 4, 2289, 4245
586, 4, 4, 2289, 4245
587, 3, 4, 2289, 4245
588, 4, 5, 2300, 4272
589, 4, 5, 2300, 4272
590, 3, 4, 2300, 4272
591, 3, 4, 2300, 4272
592, 3, 4, 2300, 4272
593, 3, 4, 2300, 4272
594, 3, 4, 2300, 4272
595, 3, 4, 2315, 4299
596, 3, 4, 2315, 4299
597, 3, 4, 2315, 4299
598, 3, 4, 2315, 4299
599, 3, 4, 2315, 4299
600, 3, 4, 2315, 4299
601, 3, 4, 2315, 4299
602, 3, 4, 2315, 4299
603, 2, 4, 2315, 4299
604, 1, 4, 2315, 4299
605, 1, 4, 2320, 4326
606, 1, 4, 2340, 4354
607, 1, 5, 2361, 4382
608, 1, 5, 2361, 4382
609, 1, 5, 2361, 4382
610, 1, 5, 2361, 4382
611, 1, 5, 2361, 4411
612, 1, 5, 2361, 4411
613, 1, 5, 2361, 4411
614, 1, 5, 2361, 4411
615, 1, 5, 2361, 4411
616, 1, 5, 2361, 4411
617, 1, 5, 2361, 4411
618, 1, 5, 2361, 4411
619, 1, 5, 2361, 4411
620, 1, 5, 2361, 4411
621, 1, 5, 2361, 4411
622, 1, 5, 2361, 4411
623, 1, 5, 2361, 4411
624, 2, 5, 2374, 4440
625, 2, 5, 2374, 4440
626, 2, 5, 2374, 4440
627, 2, 5, 2374, 4440
628, 2, 5, 2374, 4440
629, 2, 4, 2374, 4440
630, 2, 4, 2374, 4440
631, 2, 4, 2374, 4440
632, 2, 4, 2374, 4440
633, 2, 4, 2374, 4440
634, 2, 3, 2374, 4440
635, 2, 3, 2374, 4440
636, 2, 3, 2374, 4440
637, 1, 3, 2374, 4440
638, 1, 4, 2374, 4466
639, 1, 4, 2385, 4493
640, 1, 4, 2385, 4493
641, 1, 4, 2385, 4493
642, 1, 4, 2385, 4493
643, 1, 4, 2385, 4493
644, 1, 4, 2385, 4493
645, 1, 4, 2385, 4493
646, 1, 3, 2385, 4493
647, 1, 3, 2386, 4519
648, 1, 3, 2405, 4545
649, 1, 3, 2405, 4545
650, 1, 2, 2405, 4545
651, 1, 3, 2405, 4570
652, 1, 4, 2423, 4596
653, 1, 4, 2423, 4596
654, 1, 4, 2423, 4596
655, 1, 4, 2423, 4596
656, 1, 4, 2423, 4596
657, 1, 4, 2423, 4596
658, 1, 4, 2423, 4596
659, 1, 4, 2449, 4623
660, 1, 4, 2449, 4623
661, 1, 4, 2449, 4623
662, 1, 4, 2449, 4623
663, 1, 4, 2449, 4623
664, 1, 4, 2449, 4623
665, 1, 4, 2454, 4649
666, 1, 4, 2462, 4676
667, 1, 4, 2462, 4676
668, 1, 4, 2462, 4676
669, 1, 4, 2462, 4676
670, 1, 3, 2462, 4676
671, 1, 3, 2462, 4676
672, 1, 3, 2462, 4676
673, 1, 3, 2462, 4676
674, 1, 3, 2462, 4676
675, 1, 2, 2462, 4676
676, 1, 3, 2472, 4701
677, 1, 3, 2472, 4701
678, 1, 3, 2472, 4701
679, 1, 3, 2472, 4701
680, 1, 3, 2474, 4727
681, 1, 3, 2474, 4727
682, 1, 3, 2474, 4727
683, 1, 3, 2474, 4727
684, 1, 3, 2474, 4753
685, 1, 3, 2474, 4753
686, 1, 3, 2474, 4753
687, 1, 2, 2474, 4753
688, 1, 2, 2474, 4753
689, 1, 2, 2474, 4753
690, 1, 2, 2474, 4778
691, 1, 1, 2474, 4778
692, 1, 1, 2474, 4802
693, 1, 1, 2484, 4802
694, 1, 1, 2484, 4802
695, 1, 1, 2484, 4802
696, 1, 1, 2484, 4802
697, 1, 1, 2484, 4802
698, 1, 1, 2484, 4802
699, 1, 1, 2484, 4802
700, 1, 1, 2484, 4802
701, 1, 1, 2484, 4802
702, 1, 1, 2484, 4802
703, 1, 1, 2484, 4802
704, 1, 1, 2484, 4802
705, 1, 1, 2484, 4802
706, 1, 1, 2484, 4802
707, 1, 1, 2484, 4802
708, 1, 1, 2484, 4802
709, 1, 2, 2487, 4825
710, 1, 2, 2487, 4825
711, 1, 2, 2487, 4825
712, 1, 2, 2487, 4825
713, 1, 2, 2496, 4849
714, 1, 2, 2496, 4849
715, 1, 2, 2496, 4849
716, 2, 2, 2506, 4849
717, 2, 2, 2506, 4849
718, 2, 2, 2506, 4849
719, 2, 2, 2506, 4849
720, 2, 2, 2506, 4849
721, 2, 2, 2521, 4873
722, 2, 2, 2521, 4873
723, 2, 2, 2521, 4873
724, 2, 2, 2521, 4873
725, 2, 2, 2521, 4873
726, 2, 1, 2521, 4873
727, 2, 2, 2526, 4896
728, 0, 2, 2526, 4896
729, 1, 3, 2527, 4920
730, 1, 3, 2527, 4920
731, 1, 3, 2527, 4945
732, 1, 3, 2527, 4945
733, 1, 3, 2539, 4969
734, 1, 3, 2552, 4994
735, 1, 3, 2552, 4994
736, 1, 3, 2552, 4994
737, 2, 3, 2571, 5019
738, 3, 3, 2595, 5019
739, 3, 3, 2595, 5019
740, 3, 3, 2595, 5019
741, 3, 3, 2604, 5045
742, 3, 3, 2604, 5045
743, 3, 2, 2604, 5045
744, 4, 3, 2610, 5070
745, 4, 3, 2610, 5070
746, 4, 3, 2610, 5070
747, 4, 3, 2610, 5070
748, 4, 3, 2610, 5070
749, 4, 3, 2610, 5070
750, 4, 4, 2621, 5095
751, 4, 4, 2621, 5095
752, 4, 4, 2645, 5121
753, 4, 4, 2645, 5121
754, 4, 4, 2645, 5147
755, 4, 4, 2645, 5147
756, 4, 4, 2660, 5174
757, 4, 4, 2660, 5174
758, 4, 4, 2660, 5174
759, 4, 4, 2660, 5174
760, 4, 4, 2684, 5201
761, 4, 4, 2684, 5201
762, 3, 4, 2684, 5201
763, 3, 4, 2684, 5201
764, 3, 4, 2705, 5201
765, 3, 4, 2705, 5201
766, 3, 4, 2705, 5228
767, 3, 5, 2723, 5255
768, 4, 5, 2751, 5255
769, 4, 5, 2751, 5255
770, 4, 4, 2751, 5255
771, 4, 4, 2751, 5255
772, 4, 4, 2751, 5255
773, 4, 4, 2751, 5255
774, 4, 3, 2751, 5255
775, 4, 3, 2755, 5280
776, 4, 4, 2775, 5305
777, 4, 4, 2775, 5331
778, 4, 3, 2775, 5331
779, 4, 4, 2775, 5357
780, 4, 4, 2775, 5357
781, 4, 3, 2775, 5357
782, 4, 3, 2775, 5383
783, 4, 3, 2775, 5383
784, 4, 3, 2775, 5383
785, 4, 3, 2786, 5409
786, 4, 2, 2786, 5409
787, 4, 2, 2786, 5409
788, 5, 2, 2791, 5434
789, 5, 3, 2804, 5460
790, 5, 2, 2804, 5460
791, 5, 2, 2815, 5486
792, 5, 2, 2815, 5486
793, 5, 3, 2815, 5512
794, 5, 3, 2815, 5512
795, 5, 3, 2835, 5512
796, 5, 3, 2835, 5512
797, 5, 3, 2853, 5539
798, 5, 3, 2853, 5539
799, 5, 3, 2853, 5539
800, 5, 3, 2853, 5539
801, 4, 3, 2853, 5539
802, 4, 3, 2871, 5566
803, 4, 3, 2871, 5566
804, 3, 3, 2871, 5566
805, 3, 3, 2899, 5566
806, 3, 3, 2899, 5566
807, 3, 2, 2899, 5566
808, 2, 2, 2899, 5566
809, 2, 2, 2899, 5566
810, 2, 2, 2904, 5591
811, 2, 2, 2904, 5591
812, 2, 3, 2921, 5616
813, 3, 3, 2950, 5642
814, 3, 3, 2950, 5642
815, 3, 3, 2950, 5642
816, 3, 3, 2950, 5642
817, 3, 3, 2950, 5642
818, 3, 3, 2950, 5642
819, 3, 3, 2950, 5642
820, 3, 3, 2950, 5642
821, 3, 3, 2950, 5642
822, 3, 3, 2950, 5642
823, 3, 3, 2950, 5642
824, 3, 3, 2950, 5642
825, 3, 3, 2950, 5642
826, 3, 3, 2964, 5642
827, 3, 3, 2964, 5642
828, 3, 3, 2964, 5642
829, 3, 3, 2982, 5642
830, 3, 3, 2982, 5642
831, 3, 3, 2982, 5669
832, 3, 3, 2982, 5669
833, 3, 4, 2982, 5696
834, 3, 4, 2982, 5696
835, 3, 4, 2982, 5696
836, 3, 3, 2982, 5696
837, 3, 3, 2988, 5723
838, 3, 3, 2988, 5750
839, 3, 4, 2988, 5778
840, 3, 4, 2988, 5778
841, 3, 4, 2988, 5778
842, 3, 4, 2988, 5778
843, 3, 4, 2988, 5778
844, 3, 4, 2988, 5778
845, 3, 4, 2988, 5778
846, 3, 4, 2988, 5778
847, 3, 4, 2988, 5778
848, 3, 4, 2988, 5778
849, 3, 4, 2988, 5778
850, 3, 4, 2988, 5778
851, 3, 4, 2988, 5778
852, 3, 4, 2988, 5778
853, 3, 4, 2988, 5778
854, 3, 4, 2988, 5778
855, 3, 4, 2988, 5778
856, 3, 3, 2988, 5778
857, 3, 3, 3000, 5806
858, 3, 4, 3000, 5834
859, 3, 4, 3000, 5834
860, 3, 4, 3000, 5834
861, 3, 4, 3000, 5834
862, 3, 4, 3015, 5863
863, 3, 4, 3015, 5863
864, 3, 5, 3035, 5892
865, 3, 5, 3035, 5892
866, 4, 5, 3058, 5892
867, 4, 5, 3058, 5892
868, 4, 5, 3058, 5892
869, 4, 5, 3058, 5892
870, 4, 5, 3084, 5892
871, 4, 5, 3084, 5892
872, 4, 5, 3084, 5892
873, 4, 5, 3084, 5892
874, 4, 5, 3112, 5892
875, 4, 5, 3112, 5892
876, 4, 5, 3112, 5892
877, 4, 5, 3112, 5892
878, 4, 5, 3112, 5892
879, 4, 5, 3112, 5892
880, 4, 5, 3112, 5892
881, 4, 5, 3112, 5892
882, 3, 5, 3112, 5892
883, 2, 5, 3112, 5892
884, 2, 6, 3118, 5922
885, 2, 6, 3118, 5922
886, 2, 5, 3118, 5922
887, 2, 5, 3119, 5952
888, 2, 5, 3119, 5983
889, 2, 5, 3119, 5983
890, 2, 5, 3119, 5983
891, 1, 4, 3119, 5983
892, 1, 4, 3119, 6013
893, 1, 4, 3119, 6013
894, 1, 4, 3119, 6013
895, 1, 4, 3119, 6013
